Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,?T-,Long_accel-,Lat_accel-,Jerk-
6,21,18,33,7925,965,1330,17,92,1,0,0,0
8,14,11,80,6662,289,1586,5,52,0,2,3,1
16,29,26,60,7353,324,1502,9,131,0,2,2,1
16,7,4,75,6355,618,507,19,113,1,0,1,0
20,6,3,74,11950,464,199,14,141,0,0,1,0
11,13,10,44,18667,894,1292,2,18,0,0,0,0
20,7,4,79,11836,545,1740,14,35,0,1,2,0
30,26,23,52,9325,816,1350,9,173,0,0,0,0
6,12,9,71,25424,258,1135,29,145,0,0,1,0
9,10,7,80,26007,744,1853,16,101,0,0,0,0
23,23,20,38,22906,831,434,28,42,0,2,1,1
23,29,26,28,6392,511,1304,16,39,0,2,1,0
23,14,11,51,26288,702,70,19,179,1,0,0,0
3,6,3,57,27363,809,1824,21,130,1,0,0,0
18,29,26,59,9050,732,733,29,141,1,0,0,0
23,9,6,34,22376,649,1631,16,176,1,0,0,0
10,8,5,81,26700,643,1172,4,14,0,0,0,0
21,6,3,62,16183,531,1512,29,123,0,0,0,0
25,14,11,71,16267,583,696,12,33,0,2,2,0
10,7,4,80,8031,252,1225,11,110,0,0,2,0
29,19,16,25,29798,868,1802,22,170,1,0,0,0
6,8,5,23,22002,643,1242,30,180,1,0,0,0
16,21,18,74,7358,747,1544,13,64,0,2,3,0
24,6,3,29,23693,404,1168,30,24,0,1,1,0
3,29,26,50,11777,864,493,25,161,1,0,0,0
9,30,27,31,25947,865,833,30,67,0,2,1,0
26,27,24,67,27094,952,1432,1,16,0,2,2,0
3,22,19,67,26155,555,1139,14,111,0,1,1,0
17,8,5,28,21733,604,1751,21,165,1,0,0,0
21,15,12,86,22287,439,1601,23,94,0,2,3,0
30,20,17,66,8738,623,904,10,152,0,0,1,0
24,20,17,79,22078,346,1621,9,80,0,3,3,1
3,11,8,63,29769,727,679,16,162,0,0,0,0
3,29,26,34,16912,870,238,20,136,1,0,0,0
19,16,13,68,23841,958,466,9,43,0,1,1,0
6,25,22,36,7062,798,1694,25,10,1,2,1,1
29,22,19,71,12079,282,1409,29,149,1,0,2,0
29,17,14,30,19952,971,598,23,125,1,0,0,0
10,11,8,84,17602,595,1242,22,118,0,0,0,0
8,25,22,58,26035,837,1714,25,46,0,2,1,1
14,29,26,52,14144,910,1111,14,150,0,0,0,0
20,16,13,82,21836,879,14,18,103,0,0,1,0
6,20,17,35,13303,389,417,18,13,0,2,1,0
11,27,24,84,11432,852,335,11,74,0,2,2,1
29,13,10,67,15765,708,1190,21,167,0,0,0,0
12,20,17,76,11866,677,1151,15,180,0,0,1,0
22,16,13,65,10113,348,207,23,91,0,2,2,0
21,29,26,55,9552,519,1458,0,174,0,2,3,0
21,7,4,26,22633,417,1808,7,99,0,0,0,0
12,26,23,33,24264,672,638,19,109,0,0,0,0
7,9,6,61,13447,738,416,17,180,0,0,0,0
7,30,27,85,25176,390,886,20,114,0,2,2,2
15,23,20,39,18616,789,1134,22,85,0,0,0,0
22,26,23,49,6304,748,991,1,72,0,1,0,0
24,25,22,47,8400,501,1952,9,65,0,2,3,0
6,27,24,22,23272,205,967,20,21,0,2,1,2
13,14,11,64,23448,986,936,1,141,0,0,0,0
12,21,18,41,18767,733,1015,14,29,0,1,1,0
20,8,5,66,26138,712,1651,27,160,1,0,0,0
11,24,21,55,16668,615,491,11,57,0,2,2,0
3,28,25,52,12491,838,1669,17,68,1,2,1,0
10,28,25,36,12689,732,850,9,169,0,0,0,0
7,27,24,58,15071,317,1339,17,28,0,2,2,2
14,15,12,48,6261,502,1457,18,107,0,0,0,0
5,21,18,74,27854,335,1331,27,35,0,2,3,1
6,22,19,22,10019,511,89,3,147,0,0,0,0
7,27,24,49,29705,351,1451,28,114,0,1,1,0
7,20,17,62,22898,628,832,9,60,0,2,1,0
12,20,17,69,14049,850,421,17,137,0,0,0,0
14,15,12,58,24575,346,1712,26,85,0,0,2,0
17,18,15,85,18473,693,1826,14,77,0,2,3,0
8,6,3,47,11271,392,105,0,126,0,0,0,0
9,23,20,56,12042,244,179,26,6,0,2,3,2
23,9,6,61,25820,572,731,24,101,0,0,1,0
9,7,4,67,22858,884,726,25,29,0,0,1,0
11,13,10,43,25445,901,1766,19,29,0,0,1,0
30,25,22,44,28348,209,692,25,89,0,2,2,2
30,11,8,25,6092,571,1498,4,31,0,0,0,0
17,29,26,56,22508,300,235,11,125,0,1,2,1
14,26,23,56,16879,719,635,18,120,0,0,0,0
15,9,6,53,15272,280,1090,30,87,0,0,1,0
28,11,8,61,15825,767,600,30,106,0,0,0,0
30,8,5,30,28249,426,722,11,93,0,0,0,0
11,14,11,24,9700,613,1608,25,96,0,0,0,0
10,20,17,62,13128,750,788,6,56,0,1,1,0
4,18,15,35,6073,630,539,2,101,1,0,0,0
28,11,8,36,8184,389,133,14,82,0,0,0,0
9,27,24,52,21790,543,990,25,106,0,0,1,0
30,29,26,66,25015,618,94,4,23,0,3,3,0
30,21,18,46,19290,797,1190,27,61,0,2,2,0
25,25,22,83,18745,252,236,10,103,0,3,3,3
25,13,10,58,22205,976,1807,20,57,0,0,2,0
21,22,19,30,11041,927,1327,24,168,1,0,0,0
13,17,14,48,16729,224,557,30,93,0,1,2,1
19,17,14,44,27614,714,1223,29,5,0,2,1,1
18,23,20,24,26475,646,65,20,60,0,1,0,0
10,12,9,42,29485,829,1949,8,103,0,0,0,0
9,28,25,40,15354,955,826,1,139,0,0,0,0
5,10,7,81,16716,766,182,4,138,0,0,0,0
29,27,24,57,21589,468,1029,5,129,0,3,2,0
5,29,26,54,14063,405,45,23,169,1,0,0,0
22,11,8,36,29389,480,255,3,1,0,0,0,0
29,13,10,32,22058,223,622,20,41,0,2,1,1
5,15,12,81,13587,992,844,13,60,1,1,1,0
26,17,14,49,6965,554,751,29,129,1,0,0,0
10,16,13,66,9086,598,1471,7,171,0,0,0,0
9,25,22,73,9159,580,971,16,50,0,2,2,0
11,25,22,34,18325,993,301,1,18,0,0,0,0
19,17,14,28,11113,256,767,4,114,0,0,0,0
4,10,7,66,26630,415,381,26,23,0,1,1,0
25,15,12,46,16710,816,1783,2,116,0,0,0,0
11,17,14,37,27423,920,1337,10,32,0,0,0,0
11,9,6,80,6151,815,822,3,132,1,0,0,0
18,29,26,51,7281,866,1867,5,42,0,2,1,0
15,8,5,27,12982,321,668,21,133,1,0,0,0
29,14,11,83,15561,998,89,7,84,0,1,2,0
8,14,11,79,11919,960,1536,22,58,0,1,1,0
15,25,22,78,16139,621,30,12,16,0,2,3,1
30,19,16,27,10930,491,789,21,95,0,0,0,0
14,19,16,77,20496,663,609,16,170,0,0,0,0
19,27,24,48,6026,887,1802,10,100,0,0,0,0
12,20,17,54,18342,919,29,1,173,0,0,0,0
7,11,8,60,13768,753,228,11,80,0,0,0,0
15,27,24,61,17993,496,1496,22,116,0,1,1,0
30,27,24,46,8548,516,440,15,141,0,0,0,0
21,13,10,23,27380,929,1694,26,91,0,0,0,0
20,9,6,36,22789,288,1144,7,103,0,0,0,0
29,7,4,69,6936,580,1779,5,12,1,1,1,0
21,28,25,47,28796,769,1952,29,55,0,2,1,1
16,22,19,78,6466,673,1731,4,106,0,2,3,0
20,14,11,86,26053,865,1116,16,33,0,2,2,0
20,14,11,27,16250,220,630,16,106,0,0,0,0
4,19,16,46,24292,641,895,25,75,0,1,0,0
23,10,7,84,26563,342,961,2,166,0,1,2,0
29,9,6,37,14663,853,684,28,4,0,1,1,0
5,16,13,44,8647,902,561,13,38,1,0,1,0
5,9,6,60,26709,360,309,17,1,0,0,1,0
6,10,7,43,24118,597,1028,29,66,0,0,0,0
5,30,27,33,14734,362,212,0,61,0,1,0,0
10,9,6,66,27036,383,987,6,125,0,0,0,0
30,30,27,29,21058,987,914,21,20,0,2,1,1
10,19,16,82,11020,547,1328,6,152,0,2,1,0
12,20,17,70,11541,237,1560,28,171,1,0,1,0
21,12,9,32,8221,497,1635,3,126,0,0,0,0
13,15,12,83,20890,281,1868,8,70,0,2,3,1
26,28,25,79,10987,291,876,9,163,0,3,2,2
5,25,22,53,25369,425,1733,6,116,0,1,1,0
22,24,21,32,22382,485,1982,14,6,0,2,1,0
23,11,8,29,20033,342,1784,3,42,0,0,0,0
29,24,21,66,10366,580,1195,23,8,0,3,3,2
17,29,26,51,23703,995,916,9,50,0,2,1,0
10,12,9,39,22427,274,146,0,100,0,0,0,0
7,7,4,32,6352,979,510,15,49,1,0,0,0
17,25,22,66,20685,451,1143,1,58,0,2,3,0
23,19,16,31,7702,800,627,9,87,0,0,0,0
19,29,26,57,11900,947,909,12,45,0,2,1,0
24,23,20,37,14188,526,1663,18,123,0,0,0,0
13,22,19,74,6948,949,31,8,87,0,1,1,1
3,25,22,60,23022,640,1648,25,92,0,2,2,0
15,22,19,53,16111,708,409,23,106,0,0,0,0
6,30,27,24,9329,522,1134,7,42,0,1,0,0
21,11,8,68,14583,456,929,9,29,0,1,2,0
10,29,26,73,10026,492,1460,21,161,0,1,1,0
27,26,23,47,28563,484,1438,8,54,0,3,3,0
13,17,14,65,8203,554,298,11,59,0,1,3,0
26,18,15,38,12210,418,1329,5,125,0,0,0,0
29,30,27,86,21653,403,54,4,2,0,3,3,3
13,20,17,39,13503,531,169,15,34,0,1,1,0
29,8,5,56,16537,781,666,1,135,0,0,1,0
26,28,25,71,13264,552,1826,3,42,0,3,3,0
21,22,19,73,9682,644,619,16,127,0,0,2,0
23,7,4,39,25787,520,585,10,44,0,0,0,0
18,19,16,79,10117,239,981,17,107,0,3,2,2
13,30,27,84,18015,235,354,22,94,0,2,3,2
7,8,5,39,24606,474,261,6,130,0,0,0,0
26,11,8,69,17526,378,664,15,174,0,0,1,0
14,11,8,60,13117,957,1855,25,176,1,0,0,0
21,23,20,26,21500,871,576,19,142,1,0,0,0
5,17,14,29,17992,647,625,11,57,0,0,0,0
11,11,8,64,6174,620,772,10,105,1,0,0,0
8,6,3,39,23585,409,1881,11,156,0,0,0,0
7,21,18,33,29339,428,1634,4,48,0,0,0,0
13,30,27,65,26932,748,1982,27,163,1,0,0,0
5,23,20,81,16865,493,1750,17,105,0,2,2,0
16,29,26,50,24329,956,1981,1,154,0,1,0,0
15,12,9,84,17148,271,700,8,67,0,2,3,1
24,16,13,51,14029,603,246,23,172,1,0,0,0
3,13,10,25,18780,339,2,1,162,0,0,0,0
16,15,12,32,26627,548,645,7,11,0,0,0,0
25,19,16,33,12587,784,855,2,180,0,0,0,0
5,27,24,22,6583,438,1533,23,31,0,2,1,0
17,22,19,62,13671,387,589,24,16,0,3,3,2
27,9,6,35,13754,608,1462,8,77,0,0,0,0
19,25,22,73,27993,473,436,1,27,0,2,3,0
7,11,8,61,22715,751,377,5,73,0,0,0,0
11,27,24,46,6040,736,905,20,76,0,2,1,0
11,20,17,70,29477,701,538,12,49,0,2,2,0
29,9,6,33,14578,938,1936,23,118,0,0,0,0
11,26,23,64,20245,225,1252,0,17,0,2,3,2
19,15,12,74,10558,580,56,22,10,0,3,3,0
14,16,13,82,28925,400,64,6,114,0,1,3,0
9,30,27,24,25097,576,881,11,141,1,0,0,0
29,9,6,77,8032,360,722,14,98,0,1,2,0
22,26,23,79,18595,607,557,8,43,0,3,3,0
12,21,18,28,24637,943,771,23,107,0,0,0,0
4,25,22,77,20888,521,1282,19,43,0,2,2,1
26,18,15,50,7179,877,1445,18,88,0,0,0,0
24,22,19,75,10954,760,185,14,108,0,1,2,0
13,8,5,58,17748,819,163,17,160,0,0,0,0
13,19,16,42,15752,429,474,7,130,0,0,0,0
3,11,8,26,13069,517,207,22,75,1,0,0,0
11,25,22,34,7405,669,627,10,37,0,1,1,0
12,24,21,37,6392,949,1315,26,90,1,0,0,0
16,6,3,70,18462,489,1437,15,15,0,0,1,0
13,10,7,85,10000,352,689,12,41,0,0,3,0
21,16,13,40,25995,760,1521,5,129,0,0,0,0
10,6,3,67,26776,203,917,22,29,0,0,3,0
7,29,26,62,13302,470,175,25,33,0,2,2,2
10,22,19,25,18597,372,1395,17,84,0,0,0,0
21,12,9,73,19850,521,1922,14,63,0,1,2,0
26,20,17,72,22115,556,49,17,44,0,3,3,0
9,19,16,62,28661,267,1138,29,95,0,1,2,1
18,20,17,60,16087,414,1035,22,55,0,3,3,0
15,21,18,80,28910,311,1204,23,113,0,1,2,1
17,28,25,58,19966,543,1791,23,102,0,2,1,0
5,7,4,57,8140,426,1100,5,25,1,0,0,0
17,18,15,36,14314,405,607,0,159,0,0,0,0
3,18,15,47,29566,471,1163,5,150,0,0,0,0
21,15,12,57,6911,904,1362,26,168,1,0,0,0
8,9,6,79,6067,679,608,29,75,1,0,1,0
6,29,26,34,28932,798,967,11,75,0,1,0,0
19,14,11,26,6336,946,1684,18,12,1,0,1,0
15,16,13,67,11462,327,334,4,23,0,2,3,0
18,11,8,40,11328,454,1380,8,28,0,0,0,0
20,26,23,38,15217,498,896,16,13,0,2,1,0
16,19,16,67,19298,508,434,0,139,0,2,3,0
26,6,3,56,16339,592,1559,25,33,0,1,1,0
25,29,26,64,11490,211,494,10,63,0,3,3,3
23,12,9,47,18419,309,1578,25,53,0,1,2,0
25,18,15,51,8694,752,1508,30,122,0,0,0,0
12,27,24,81,14664,310,1723,15,143,0,2,2,2
3,17,14,33,16249,474,1592,8,100,0,0,0,0
19,26,23,79,9900,261,1818,10,9,0,3,3,2
5,21,18,26,17818,832,1442,7,141,0,0,0,0
25,27,24,45,25300,604,414,1,180,0,0,0,0
17,7,4,46,18021,673,612,8,29,0,0,0,0
18,11,8,77,19893,804,1556,21,155,0,0,0,0
10,17,14,35,7249,795,1747,0,30,1,0,0,0
20,20,17,80,12349,480,1043,10,67,0,3,3,0
18,27,24,64,27630,282,1131,27,43,0,3,3,2
9,9,6,59,19803,431,1122,19,80,0,0,0,0
14,10,7,80,22834,497,1739,9,53,0,0,2,0
26,14,11,46,25573,435,715,8,84,0,0,1,0
30,20,17,46,28155,374,1203,18,117,0,0,1,0
24,21,18,24,6635,919,1140,29,44,0,1,1,0
21,28,25,70,10721,813,1097,14,84,0,2,3,0
10,23,20,77,20410,247,1300,23,70,0,2,3,2
24,24,21,70,11016,200,1144,25,15,0,3,3,3
13,22,19,85,21049,247,226,26,12,0,3,3,2
11,25,22,35,29563,877,250,25,78,0,1,0,0
27,13,10,65,10043,455,565,15,79,0,1,1,0
29,14,11,79,21253,606,203,0,44,0,1,2,0
18,7,4,33,20950,773,831,21,144,1,0,0,0
10,26,23,44,19086,740,105,16,139,0,0,0,0
30,15,12,68,7206,350,1430,20,134,0,1,2,0
4,12,9,50,24818,882,553,25,108,0,0,0,0
28,30,27,80,25568,221,1831,30,65,0,3,3,3
15,24,21,46,21632,753,473,7,135,0,0,0,0
17,25,22,56,29469,492,1669,26,178,1,0,0,0
4,6,3,42,13307,285,1062,0,146,0,0,0,0
8,13,10,27,26114,652,268,7,169,0,0,0,0
15,29,26,37,15038,693,110,18,43,0,2,1,0
30,26,23,68,24170,213,1567,13,20,0,3,3,3
9,12,9,77,7594,590,720,21,55,0,1,2,0
4,17,14,63,25972,615,1886,29,160,1,0,0,0
29,19,16,65,8255,641,859,17,47,0,3,2,0
3,15,12,76,18196,386,1830,10,170,0,0,1,0
6,6,3,80,6007,676,594,4,158,1,0,0,0
6,21,18,27,22915,348,137,15,82,0,0,0,0
10,25,22,45,18651,842,731,28,8,0,2,1,1
19,15,12,70,8414,284,113,11,114,0,1,2,0
3,20,17,63,6699,864,1543,11,71,1,1,1,0
14,13,10,32,25875,203,607,6,73,0,0,1,0
17,14,11,23,6549,240,604,22,77,0,0,0,0
5,9,6,37,17523,362,56,6,9,0,0,0,0
18,15,12,36,16218,807,448,13,45,0,0,0,0
9,23,20,58,27093,654,1033,8,4,0,2,1,0
9,20,17,83,20811,419,1377,3,141,0,2,3,0
21,28,25,57,17248,375,331,24,134,0,0,1,0
14,18,15,30,21487,960,1001,27,162,1,0,0,0
9,29,26,51,11741,622,1301,26,148,1,0,0,0
12,20,17,37,29752,245,62,16,8,0,2,3,1
11,24,21,35,22435,941,1392,12,76,0,0,0,0
3,25,22,68,18888,671,1069,21,139,0,0,1,0
27,10,7,49,21423,742,56,17,69,0,0,0,0
5,11,8,61,29014,806,598,30,110,0,0,0,0
19,24,21,28,27590,783,1016,25,132,1,0,0,0
10,12,9,76,27897,211,1844,14,125,0,1,2,1
3,17,14,37,19544,668,415,9,65,0,0,0,0
4,9,6,79,14257,690,1801,26,134,1,0,0,0
5,25,22,73,21582,818,0,17,76,0,2,2,0
8,20,17,55,26722,568,211,23,23,0,2,1,1
28,12,9,26,10170,924,1445,21,179,1,0,0,0
29,14,11,41,6301,290,1815,15,10,0,2,2,0
8,26,23,30,13460,974,1725,24,38,0,1,1,1
13,19,16,85,25300,979,413,13,84,0,1,1,0
13,8,5,37,18153,952,1981,25,141,1,0,0,0
14,19,16,63,27910,616,1864,21,38,0,2,2,0
20,19,16,60,15974,597,505,26,8,0,3,2,1
11,9,6,23,26848,698,677,16,172,1,0,0,0
15,22,19,52,14164,746,114,13,13,0,2,1,0
29,22,19,28,12550,991,282,6,160,0,0,0,0
21,11,8,86,14772,881,1474,2,158,0,0,1,0
18,13,10,37,23137,807,1772,13,99,0,0,0,0
12,26,23,61,8944,951,1277,27,31,0,2,1,1
6,29,26,46,29564,437,801,8,174,0,0,1,0
28,6,3,53,19261,655,298,27,86,0,0,1,0
30,21,18,51,18547,906,1013,9,158,0,0,0,0
4,24,21,49,24923,886,1327,10,119,0,0,0,0
3,21,18,39,13980,811,83,22,72,1,1,0,0
19,19,16,67,15379,635,1555,22,2,0,3,3,1
6,15,12,47,26362,481,36,21,83,0,0,0,0
24,17,14,40,10253,683,1376,7,4,0,0,0,0
6,23,20,84,7023,316,444,4,160,0,2,3,2
20,22,19,59,28204,381,114,28,175,1,0,0,0
10,14,11,46,26717,913,1305,7,106,0,0,0,0
21,12,9,25,21913,252,468,6,75,0,0,0,0
6,13,10,78,8061,914,374,30,90,1,0,0,0
14,24,21,41,9335,340,1909,26,29,0,2,3,2
24,20,17,76,27900,288,976,15,14,0,3,3,3
3,29,26,67,28835,816,278,6,51,0,2,2,0
11,15,12,28,16075,231,1710,10,138,0,0,0,0
22,26,23,23,21669,663,1035,2,51,0,0,0,0
25,15,12,86,12171,604,1519,24,95,0,1,3,0
30,6,3,40,19619,750,1471,13,98,0,0,0,0
16,17,14,80,9193,757,991,25,122,0,0,0,0
5,29,26,68,21845,546,571,9,8,0,2,2,1
4,30,27,59,25524,234,832,26,25,0,2,2,2
16,16,13,38,10989,820,36,21,106,0,0,0,0
29,23,20,23,9229,939,1136,5,141,0,0,0,0
29,19,16,55,15416,818,1941,29,95,0,0,0,0
30,22,19,74,7516,314,434,7,17,0,3,3,3
22,19,16,25,10240,843,196,22,101,0,0,0,0
10,17,14,69,19638,526,847,27,4,0,2,3,1
25,10,7,59,27776,689,400,20,173,0,0,0,0
18,28,25,56,21710,677,1574,25,67,0,2,2,1
18,18,15,63,20210,882,393,13,166,0,0,0,0
23,15,12,71,19618,357,1174,0,153,0,2,2,0
6,15,12,50,13706,633,1717,17,105,0,0,0,0
10,23,20,79,15866,268,1798,18,94,0,2,3,2
13,12,9,41,18602,780,1720,9,104,0,0,0,0
13,15,12,82,19672,883,61,9,31,0,1,2,0
6,16,13,71,14973,887,1214,20,29,0,1,1,0
25,22,19,31,18863,286,1859,21,134,1,0,0,0
17,12,9,60,16103,967,902,22,129,0,0,0,0
16,22,19,72,21987,894,692,27,102,0,1,0,0
9,17,14,27,21918,476,854,2,10,0,0,0,0
4,9,6,53,14233,452,945,24,175,1,0,0,0
24,21,18,59,24506,296,1275,13,2,0,3,3,2
28,29,26,26,11196,834,1841,23,101,0,0,0,0
27,12,9,55,23440,779,709,6,73,0,0,1,0
5,7,4,22,28263,905,1529,10,72,0,0,0,0
15,15,12,34,28081,445,72,11,20,0,0,0,0
26,7,4,55,15853,706,1183,19,110,0,0,0,0
21,11,8,41,21761,915,1996,7,64,0,0,0,0
9,21,18,57,7878,998,1835,9,77,1,1,1,0
5,23,20,23,18425,974,1090,16,36,0,1,1,0
4,21,18,53,9466,393,1051,29,77,0,2,2,0
19,8,5,31,7953,705,1144,3,28,1,0,0,0
20,21,18,83,18207,771,1813,24,8,0,3,3,1
8,10,7,48,12665,520,1190,1,159,0,0,0,0
3,16,13,73,22163,731,627,24,145,0,0,0,0
29,15,12,29,18878,394,306,26,48,0,1,2,0
21,21,18,50,9515,871,877,6,150,0,0,0,0
28,8,5,80,28945,844,1734,21,41,0,1,2,0
13,9,6,60,6698,552,80,6,97,1,0,0,0
21,20,17,70,29357,877,1076,15,104,0,0,0,0
17,30,27,41,9588,703,1088,22,132,1,0,0,0
20,6,3,31,14048,995,599,14,37,1,0,0,0
28,29,26,68,29333,348,454,1,111,0,3,3,2
13,24,21,23,12432,297,349,3,66,0,0,0,0
9,6,3,43,16105,932,590,4,127,1,0,0,0
5,18,15,61,12145,319,1347,5,117,0,1,1,0
22,15,12,76,11933,498,597,21,17,0,3,3,0
12,16,13,70,9134,209,998,1,121,0,1,2,2
10,19,16,29,17118,205,283,7,1,0,1,1,1
28,20,17,70,19122,308,1112,22,100,0,2,2,1
20,18,15,46,14732,202,1533,24,39,0,3,3,2
5,25,22,46,22834,768,1623,19,163,1,0,0,0
24,16,13,38,6005,650,867,12,136,0,0,0,0
5,26,23,56,10624,311,1345,15,86,0,2,2,1
18,23,20,82,27750,871,1452,25,157,0,0,0,0
24,28,25,57,11169,679,526,7,146,0,1,0,0
8,7,4,40,19513,575,1056,21,84,0,0,0,0
30,20,17,62,19047,366,1158,24,48,0,3,3,2
21,26,23,51,6610,335,1662,24,37,0,3,3,2
11,12,9,33,17209,219,1494,30,173,1,0,0,0
4,15,12,54,14378,251,317,16,60,0,1,2,1
10,7,4,73,14791,563,1787,9,39,0,0,0,0
17,26,23,78,27291,215,350,2,104,0,3,3,2
17,10,7,37,22451,543,263,3,42,0,0,0,0
23,22,19,35,16620,654,1927,2,114,0,0,0,0
26,27,24,71,19580,587,1414,30,147,1,0,1,0
20,14,11,74,29977,861,1340,25,7,0,2,2,1
6,12,9,23,17846,718,1640,29,11,0,1,1,0
16,23,20,28,13727,686,284,14,174,1,0,0,0
22,27,24,25,25559,995,786,26,95,0,0,0,0
29,8,5,48,28393,614,1149,24,160,1,0,0,0
21,15,12,49,8014,385,1243,6,155,0,0,0,0
21,24,21,23,11565,859,1219,0,85,0,0,0,0
15,17,14,74,8370,923,296,30,52,0,1,2,1
19,7,4,56,9077,898,1290,28,164,1,0,0,0
8,24,21,48,21884,428,592,29,22,0,2,2,2
11,20,17,77,26551,313,807,22,144,0,1,2,0
21,19,16,56,11643,857,1597,0,96,0,0,0,0
13,25,22,79,15532,676,437,26,152,0,0,1,0
13,14,11,52,21486,281,1447,7,135,0,0,1,0
27,18,15,61,23619,903,1350,11,52,0,1,2,0
5,12,9,67,10210,515,1573,12,108,0,0,0,0
23,28,25,66,17411,614,379,6,150,0,2,2,0
9,27,24,74,22973,524,88,5,51,0,2,2,1
7,11,8,45,27451,832,1249,19,167,1,0,0,0
13,24,21,76,9252,268,1123,26,123,0,1,2,1
16,21,18,68,7826,912,682,29,69,0,2,1,0
9,18,15,76,17430,924,502,16,61,0,1,1,0
30,13,10,72,28890,571,1633,4,86,0,1,1,0
21,21,18,45,21452,580,935,1,9,0,0,0,0
28,24,21,47,21294,306,1364,22,62,0,3,3,1
26,10,7,74,20672,928,1436,10,36,0,1,2,0
23,13,10,62,7075,458,445,14,95,0,0,1,0
22,10,7,68,16069,976,89,29,9,0,2,2,0
20,11,8,75,6163,754,956,23,129,1,0,0,0
22,9,6,49,9540,716,1427,27,173,1,0,0,0
20,10,7,57,20738,413,717,3,80,0,0,1,0
3,23,20,84,20032,258,1708,14,120,0,2,2,2
7,26,23,49,20032,666,408,28,95,0,0,0,0
27,30,27,85,6498,799,55,18,80,0,3,3,1
19,11,8,74,23140,835,1466,9,137,0,0,0,0
3,25,22,60,7801,809,1537,22,120,1,0,0,0
19,7,4,38,29677,852,1662,24,22,0,0,0,0
30,11,8,63,20264,210,1080,20,119,0,1,2,0
19,28,25,49,14042,553,1612,0,109,0,2,1,0
9,24,21,41,19604,497,1805,12,34,0,2,1,0
4,21,18,61,15738,553,1514,28,52,0,2,2,0
22,7,4,86,11748,471,410,19,130,0,0,1,0
21,10,7,72,8549,947,1336,20,145,1,0,0,0
29,15,12,37,21307,360,395,0,119,0,0,1,0
5,11,8,55,21158,778,1258,26,157,1,0,0,0
6,23,20,64,19499,410,287,29,50,0,2,2,1
25,20,17,54,20753,758,1052,24,149,1,0,0,0
26,9,6,51,11418,376,1442,29,92,0,1,1,0
8,23,20,26,11856,202,1952,27,108,0,0,1,0
10,24,21,66,25669,300,746,17,15,0,2,3,2
13,14,11,31,18691,979,1874,23,93,0,0,0,0
18,26,23,59,7572,309,1071,26,88,0,2,3,2
29,11,8,35,9349,537,1602,19,148,1,0,0,0
22,30,27,40,6066,247,1228,22,120,0,1,1,0
8,14,11,31,18089,245,29,30,147,1,0,0,0
6,13,10,58,13915,225,1218,4,2,0,1,1,1
7,16,13,67,7520,321,1223,4,26,0,1,2,0
3,21,18,24,11980,800,1266,5,95,1,0,0,0
17,7,4,55,23196,436,216,17,67,0,0,1,0
12,15,12,76,11416,201,1245,5,156,0,1,2,2
3,24,21,30,13598,607,54,11,66,0,0,0,0
13,18,15,63,11148,826,947,23,164,1,0,0,0
16,16,13,60,11081,882,908,9,26,0,1,1,0
3,12,9,83,19611,978,42,0,155,1,0,0,0
21,14,11,56,12355,855,1154,25,43,0,1,2,0
15,23,20,84,20973,678,787,15,49,0,2,3,0
10,20,17,22,12657,529,979,3,88,0,0,0,0
7,16,13,67,25523,380,1438,26,89,0,1,1,0
26,8,5,36,10675,622,1632,20,149,1,0,0,0
10,22,19,39,17924,823,172,23,171,1,0,0,0
26,12,9,61,13321,405,1109,14,178,0,0,1,0
6,10,7,46,7170,273,1828,3,64,0,0,0,0
20,14,11,82,17563,983,1875,24,5,0,2,2,1
16,30,27,22,15183,555,1858,18,0,0,2,1,0
26,28,25,36,28758,379,514,24,138,1,0,0,0
5,8,5,50,19010,861,1700,23,171,1,0,0,0
7,24,21,42,23105,523,505,12,47,0,2,1,0
8,27,24,53,21376,255,1461,29,44,0,2,3,2
17,6,3,61,17196,307,114,16,168,0,0,1,0
18,26,23,44,23372,344,1615,1,165,0,1,1,0
10,7,4,48,10071,305,1558,3,50,0,0,0,0
12,12,9,57,20697,343,122,3,66,0,0,2,0
25,6,3,27,24149,918,1172,17,121,0,0,0,0
4,17,14,58,14735,802,1628,11,100,0,0,0,0
20,19,16,45,21961,615,1698,8,34,0,1,0,0
16,24,21,38,18880,851,1777,25,102,0,0,0,0
22,25,22,86,6938,297,1870,30,13,0,3,3,3
28,25,22,59,18890,888,1900,21,94,0,1,0,0
16,27,24,74,15952,337,562,25,90,0,2,3,2
26,24,21,50,17643,931,989,0,141,0,1,0,0
16,20,17,22,25280,303,56,28,32,0,2,1,0
3,20,17,85,20171,941,1944,23,108,1,1,0,0
21,23,20,48,7695,290,1828,18,143,0,0,1,0
25,7,4,74,13651,393,1855,6,150,0,1,1,0
6,28,25,44,12555,348,1632,16,51,0,2,2,1
16,20,17,38,22385,712,1080,6,113,0,0,0,0
30,7,4,40,21401,751,66,22,153,1,0,0,0
11,12,9,63,25067,299,1262,11,137,0,0,1,0
9,25,22,67,22673,878,403,9,7,0,2,1,0
9,21,18,82,9942,490,1986,19,20,0,2,3,2
13,6,3,58,17096,545,954,3,36,0,0,0,0
28,25,22,71,12095,316,668,18,3,0,3,3,3
