Ascend_angle,Descend_angle_1,Descend_angle_2,Cruise_speed_m_per_s,Trip_distance_m,Cruise_altitude_m,Payload,Wind,Direction,?T-,Long_accel-,Lat_accel-,Jerk-
28,6,3,44,16829,926,1572,29,75,1,0,0,0
30,12,9,31,19921,373,1432,21,139,1,0,0,0
15,7,4,23,15353,461,1455,17,180,1,0,0,0
14,8,5,103,7359,904,1024,18,26,1,0,2,0
13,24,21,34,10298,943,1875,23,142,1,0,0,0
5,12,9,34,10122,603,817,12,43,1,0,0,0
17,7,4,70,10468,830,1706,3,57,1,0,0,0
13,7,4,60,6464,860,244,4,31,1,0,0,0
12,9,6,23,7214,748,278,1,5,1,0,0,0
5,10,7,35,6832,727,1428,14,178,1,0,0,0
22,7,4,52,24944,934,45,28,144,1,0,0,0
23,25,22,22,10244,248,634,8,152,1,0,0,0
3,12,9,71,21770,943,1480,19,103,1,0,0,0
24,10,7,45,11211,333,1148,29,174,1,0,0,0
16,16,13,24,14830,586,1907,23,148,1,0,0,0
19,25,22,22,12960,247,1467,8,175,1,0,0,0
26,7,4,33,20260,403,53,30,114,1,0,0,0
3,14,11,110,11552,909,420,5,99,1,1,2,0
5,21,18,46,19155,250,944,18,169,1,0,1,0
4,30,27,52,29124,283,701,30,166,1,0,0,0
4,30,27,91,11369,828,35,7,78,1,2,2,1
22,30,27,32,17823,376,1153,30,170,1,1,1,0
7,6,3,107,8311,490,1703,25,159,1,0,0,0
21,16,13,54,13494,640,108,20,164,1,0,0,0
15,7,4,95,7389,524,207,0,147,1,0,1,0
9,24,21,64,8122,997,944,9,7,1,2,1,0
4,11,8,104,9928,597,44,26,147,1,0,1,0
22,7,4,22,23301,265,1390,26,121,1,0,0,0
9,13,10,42,8883,908,369,19,88,1,0,0,0
26,29,26,25,16114,326,479,17,154,1,0,0,0
8,19,16,94,6594,804,50,27,176,1,0,0,0
17,9,6,67,7722,856,995,21,180,1,0,0,0
3,17,14,110,12574,702,1796,4,109,1,2,2,0
8,27,24,65,16434,207,138,29,174,1,1,1,1
5,6,3,81,11237,704,365,11,118,1,0,0,0
11,7,4,102,9475,828,1064,2,160,1,0,1,0
10,18,15,47,23818,418,2,23,174,1,0,0,0
4,15,12,22,7789,443,1499,21,27,1,0,1,0
5,11,8,23,11329,926,1297,6,77,1,0,0,0
18,6,3,65,7268,406,1953,7,116,1,0,1,1
23,10,7,34,7853,915,1031,23,19,1,0,1,0
3,28,25,62,10356,613,705,19,17,1,2,2,2
4,27,24,81,11181,986,792,29,141,1,0,0,0
16,22,19,22,9712,431,158,15,172,1,0,0,0
12,10,7,25,7672,873,1937,17,94,1,0,0,0
7,22,19,30,8617,907,1144,18,84,1,0,0,0
9,26,23,100,7251,894,910,1,144,1,2,2,0
22,20,17,26,15493,826,102,14,175,1,0,0,0
6,21,18,46,13379,561,1136,28,176,1,0,0,0
4,17,14,59,15156,353,1795,25,165,1,0,0,0
21,20,17,61,7196,584,1063,23,154,1,0,0,0
6,27,24,31,13391,933,156,17,151,1,0,0,0
15,7,4,100,8544,758,165,15,138,1,0,1,0
28,6,3,89,12268,808,1,12,119,1,1,1,0
26,16,13,62,25897,363,1154,24,179,1,0,0,0
17,14,11,33,9595,974,1633,27,145,1,0,0,0
14,16,13,24,6106,950,1738,11,116,1,0,0,0
13,28,25,58,11066,386,1510,24,143,1,0,1,0
4,27,24,56,21909,327,885,28,163,1,0,0,0
10,13,10,94,8153,874,252,8,94,1,0,1,0
4,15,12,56,13677,309,389,27,156,1,0,0,0
5,25,22,53,28166,862,1438,29,164,1,0,0,0
13,14,11,52,25310,626,294,24,143,1,0,0,0
8,6,3,77,10937,734,1269,18,158,1,0,0,0
6,19,16,35,7614,618,1213,27,120,1,0,0,0
16,10,7,97,7266,881,479,9,133,1,0,1,0
9,7,4,98,9465,514,1540,22,167,1,0,0,1
26,16,13,78,7434,836,1645,29,172,1,0,0,0
21,8,5,106,9425,821,506,15,55,1,1,2,0
3,13,10,68,11338,605,509,10,37,1,0,1,0
10,7,4,31,21301,906,1586,15,168,1,0,0,0
19,15,12,23,27664,399,1158,20,171,1,0,0,0
7,12,9,71,9815,778,1192,27,81,1,0,0,0
3,7,4,76,19982,897,1491,23,113,1,0,0,0
30,19,16,48,8961,991,585,23,142,1,0,0,0
10,14,11,61,7750,947,863,10,89,1,0,0,0
11,22,19,66,26671,812,1538,25,177,1,0,0,0
23,30,27,39,29011,513,1478,23,132,1,0,0,0
23,11,8,27,6180,688,555,21,129,1,0,0,0
11,18,15,41,23435,435,1251,16,155,1,0,0,0
3,6,3,95,13882,724,1500,30,88,1,0,0,0
12,30,27,27,29299,204,780,22,172,1,0,0,0
16,7,4,31,8506,555,507,1,12,1,0,0,0
5,29,26,109,7252,734,1922,25,75,1,2,2,2
18,26,23,30,12908,357,361,30,173,1,1,1,0
22,21,18,55,16395,596,533,26,170,1,0,0,0
8,7,4,73,14858,898,308,29,4,1,0,1,0
5,25,22,42,21901,999,1927,15,161,1,0,0,0
5,20,17,81,9198,989,297,4,35,1,1,1,0
4,11,8,22,18787,738,506,27,117,1,0,0,0
3,16,13,37,9380,648,419,21,49,1,1,1,0
9,6,3,110,10518,513,1586,0,22,1,0,1,0
15,9,6,77,7769,778,1039,20,22,1,0,2,0
15,8,5,45,7152,624,1250,18,51,1,0,0,0
11,11,8,102,8492,871,289,5,13,1,1,2,0
14,10,7,30,8588,974,1789,23,123,1,0,0,0
6,26,23,61,21272,350,256,25,145,1,0,1,0
4,6,3,95,7396,620,449,14,59,1,0,0,0
3,9,6,72,10712,623,845,16,39,1,0,1,0
3,9,6,90,13649,524,1754,24,102,1,0,0,0
29,6,3,110,6264,398,580,25,146,1,1,1,1
4,10,7,50,11696,627,1275,24,83,1,0,0,0
9,6,3,33,7859,875,1055,22,37,1,0,0,0
30,10,7,74,23090,804,1654,29,172,1,0,0,0
3,10,7,40,10836,548,273,0,149,1,0,0,0
3,22,19,27,27573,826,940,18,139,1,0,0,0
16,29,26,23,7706,246,119,30,139,1,1,0,0
20,25,22,46,21035,974,1260,22,153,1,0,0,0
29,28,25,48,27253,863,555,20,153,1,0,0,0
8,8,5,33,22310,715,533,26,132,1,0,0,0
7,9,6,37,9750,622,1924,4,158,1,0,0,0
11,24,21,36,23927,931,20,29,134,1,0,0,0
23,8,5,49,26742,470,1406,19,159,1,0,0,0
4,17,14,59,16241,658,1196,24,151,1,0,0,0
4,17,14,100,7438,468,798,1,127,1,2,2,0
20,25,22,56,28843,302,1772,29,132,1,0,1,0
22,20,17,80,19506,282,1507,28,172,1,0,2,0
5,9,6,72,11316,993,1453,9,6,1,0,0,0
11,6,3,84,6504,642,1414,30,168,1,0,0,0
9,28,25,28,11075,238,975,30,174,1,2,1,1
29,29,26,43,20750,985,1600,15,168,1,0,0,0
30,29,26,50,9915,914,247,29,138,1,0,0,0
26,18,15,23,27366,403,1241,28,109,1,0,0,0
10,7,4,100,10040,789,1281,27,124,1,0,0,0
20,21,18,23,27439,456,1372,25,138,1,0,0,0
7,10,7,64,6838,774,24,3,73,1,0,0,0
15,11,8,47,24794,674,119,23,136,1,0,0,0
26,28,25,45,7047,315,1999,23,157,1,0,0,0
3,27,24,73,6214,589,148,7,174,1,2,1,0
5,28,25,31,9417,714,1722,24,5,1,2,1,1
7,7,4,78,10174,588,1710,7,24,1,0,0,0
3,20,17,55,17216,801,558,2,73,1,0,0,0
3,13,10,66,17279,911,1982,5,159,1,0,0,0
26,23,20,36,20529,648,1229,22,130,1,0,0,0
11,6,3,53,6691,507,1155,10,14,1,0,0,0
3,15,12,103,9590,927,334,3,98,1,1,2,0
26,24,21,23,17808,615,1621,30,116,1,0,0,0
3,17,14,93,8864,974,146,1,24,1,1,1,0
3,19,16,32,21153,962,924,30,78,1,0,0,0
8,21,18,30,27640,679,1908,29,178,1,0,0,0
18,17,14,66,15763,854,105,25,163,1,0,0,0
6,11,8,58,27376,880,577,29,173,1,0,0,0
5,10,7,29,6088,659,131,19,24,1,0,0,0
5,19,16,71,6218,846,1144,27,163,1,0,0,0
22,6,3,99,10113,711,1379,29,148,1,0,1,0
15,20,17,58,14060,694,1161,28,180,1,0,0,0
17,15,12,38,29874,884,910,22,173,1,0,0,0
3,13,10,104,6901,352,1191,21,32,1,2,3,1
23,29,26,70,19269,472,1004,28,174,1,0,1,0
9,23,20,35,14535,745,242,22,152,1,0,0,0
21,7,4,53,12211,928,911,25,85,1,0,0,0
18,6,3,46,24927,864,1259,20,180,1,0,0,0
9,29,26,29,11201,766,731,21,151,1,0,0,0
11,9,6,41,9147,668,1837,29,24,1,0,1,0
3,28,25,78,8124,681,1501,17,117,1,2,2,0
3,9,6,85,18320,954,971,0,135,1,0,0,0
12,15,12,25,15642,201,22,30,158,1,0,0,0
5,20,17,106,7978,769,161,14,42,1,2,2,1
28,24,21,36,7184,601,474,23,162,1,0,0,0
22,14,11,51,14170,477,135,27,154,1,0,0,0
24,11,8,67,12113,454,1088,25,159,1,0,0,0
13,16,13,24,27291,264,1737,27,120,1,0,0,0
7,24,21,59,15170,864,1420,29,180,1,0,0,0
22,21,18,37,28344,278,1218,21,178,1,0,0,0
27,28,25,32,22037,959,598,22,169,1,0,0,0
6,30,27,42,9386,916,1910,23,76,1,2,1,0
3,23,20,84,9517,608,848,16,84,1,2,2,0
13,15,12,54,14945,906,1795,24,170,1,0,0,0
30,8,5,52,9248,999,9,15,147,1,0,0,0
27,13,10,50,29950,650,1045,20,169,1,0,0,0
5,20,17,36,19827,497,68,24,162,1,0,0,0
27,19,16,61,22744,794,1418,26,176,1,0,0,0
10,24,21,55,15997,947,1003,30,179,1,0,0,0
9,17,14,27,9657,711,797,12,161,1,0,0,0
19,20,17,38,16820,991,1309,24,130,1,0,0,0
5,6,3,99,12615,658,1252,11,4,1,0,1,0
19,6,3,52,15380,792,959,5,55,1,0,0,0
30,16,13,53,21191,971,752,30,133,1,0,0,0
21,30,27,62,17392,490,1622,26,170,1,0,0,0
22,25,22,33,23740,637,815,26,161,1,0,0,0
3,11,8,51,24581,422,1967,28,164,1,0,0,0
5,28,25,107,7504,966,819,7,169,1,2,2,0
21,6,3,61,7772,943,868,3,38,1,0,0,0
4,17,14,70,11054,992,767,29,155,1,0,0,0
3,9,6,75,13879,934,1866,6,119,1,0,0,0
23,29,26,41,23685,568,682,30,146,1,0,0,0
11,13,10,78,8381,900,874,2,142,1,0,0,0
3,28,25,53,6852,587,1061,0,97,1,2,2,0
30,24,21,40,23820,488,1809,26,132,1,0,0,0
16,25,22,53,15058,481,555,22,177,1,0,0,0
25,6,3,41,18565,211,1924,25,165,1,0,0,0
7,15,12,23,28541,219,694,25,164,1,0,0,0
7,9,6,42,16286,800,953,22,160,1,0,0,0
9,23,20,37,11718,828,1870,26,129,1,0,0,0
7,10,7,34,22385,375,1119,18,135,1,0,0,0
19,9,6,23,8742,920,386,9,171,1,0,0,0
17,13,10,31,26774,288,901,16,141,1,0,0,0
8,7,4,71,9266,603,1174,28,89,1,0,0,0
7,7,4,25,14162,811,999,19,161,1,0,0,0
23,6,3,97,6177,768,161,19,84,1,1,1,0
20,8,5,28,20614,293,484,22,137,1,0,0,0
16,25,22,65,20198,211,222,23,176,1,1,2,1
4,25,22,85,10325,852,674,14,81,1,2,2,0
16,6,3,76,7594,410,35,9,24,1,1,1,1
3,21,18,26,6207,616,1224,15,3,1,1,1,0
11,10,7,58,9297,837,1688,9,40,1,0,0,0
23,6,3,46,12445,657,1544,1,118,1,0,0,0
4,26,23,84,8363,931,1213,21,147,1,0,1,0
30,30,27,61,6731,805,1498,27,173,1,0,0,0
28,27,24,36,10156,873,1920,13,165,1,0,0,0
22,8,5,76,10397,874,1333,10,103,1,0,1,0
8,12,9,99,6587,579,596,10,143,1,0,2,0
6,13,10,44,8575,743,234,24,113,1,0,0,0
28,17,14,29,9092,920,1934,28,157,1,0,0,0
6,30,27,23,6502,837,1563,1,79,1,0,0,0
7,6,3,59,7631,798,902,29,159,1,0,0,0
5,7,4,27,8115,804,1421,13,56,1,0,0,0
5,6,3,23,17266,636,1471,12,120,1,0,0,0
15,7,4,41,6473,744,921,21,116,1,0,0,0
21,27,24,26,7536,737,1878,17,137,1,0,0,0
17,11,8,38,27428,307,827,17,172,1,0,0,0
22,11,8,32,15011,947,890,16,136,1,0,0,0
23,24,21,35,16817,978,105,30,148,1,0,0,0
20,13,10,22,13840,923,1131,13,152,1,0,0,0
29,8,5,90,6526,653,669,24,94,1,1,1,0
7,7,4,26,16510,985,1281,11,108,1,0,0,0
3,7,4,84,13917,574,1345,22,174,1,0,0,0
14,9,6,36,8750,538,1383,15,156,1,0,0,0
28,7,4,64,6465,605,1559,29,104,1,0,1,0
12,23,20,39,26023,220,351,23,151,1,0,0,0
9,8,5,94,8275,782,1028,22,87,1,0,0,0
3,22,19,71,9387,562,729,14,81,1,2,2,0
4,7,4,92,12690,667,1043,24,71,1,0,1,0
3,27,24,51,10636,946,21,21,140,1,0,0,0
13,12,9,61,6047,714,996,10,145,1,0,0,0
22,6,3,66,11802,686,1536,23,147,1,0,0,0
3,8,5,23,6122,892,100,4,5,1,0,0,0
9,9,6,98,6204,901,1984,2,4,1,0,1,0
20,30,27,34,17074,836,1979,20,160,1,0,0,0
23,16,13,53,27717,785,1001,24,180,1,0,0,0
3,6,3,80,16523,909,1943,23,151,1,0,0,0
14,28,25,66,28394,714,1051,29,179,1,0,0,0
23,30,27,24,28895,617,1842,30,120,1,0,0,0
28,6,3,26,7415,937,243,2,5,1,0,0,0
18,30,27,22,7835,566,986,26,118,1,0,0,0
29,20,17,33,29938,893,1857,20,141,1,0,0,0
23,15,12,22,27052,705,1781,10,179,1,0,0,0
22,6,3,88,15453,846,154,25,118,1,0,1,0
28,9,6,40,16977,518,1600,30,157,1,0,0,0
27,16,13,34,24155,849,1233,15,150,1,0,0,0
14,6,3,76,7837,544,1023,11,113,1,0,1,0
4,15,12,88,8914,690,486,25,54,1,2,2,0
9,30,27,41,6911,913,1129,7,145,1,0,0,0
14,12,9,62,6452,870,785,17,105,1,0,0,0
8,6,3,99,12238,740,842,21,102,1,0,0,0
15,12,9,22,9594,410,1291,15,120,1,0,0,0
24,6,3,106,10914,889,1329,4,36,1,1,1,0
3,26,23,92,9519,493,1382,30,104,1,2,2,1
3,9,6,79,15751,775,516,8,156,1,0,0,0
15,15,12,31,6392,873,1436,26,79,1,0,0,0
12,19,16,62,6433,403,1239,29,175,1,0,0,0
9,6,3,32,7430,561,346,22,35,1,0,0,0
9,10,7,54,28517,835,19,23,151,1,0,0,0
11,8,5,35,7193,902,1991,4,179,1,0,0,0
23,7,4,28,6609,707,854,29,10,1,1,1,0
16,8,5,56,7024,900,179,18,39,1,0,0,0
24,19,16,28,22548,277,404,23,118,1,0,0,0
4,17,14,56,6659,809,1164,12,28,1,1,1,0
28,30,27,32,29542,377,1343,23,127,1,0,0,0
7,7,4,62,9543,531,1513,3,179,1,0,0,0
23,6,3,39,7968,554,624,23,105,1,0,0,0
6,18,15,87,8722,899,1637,29,126,1,0,0,0
3,28,25,53,13723,995,1196,7,69,1,1,1,0
4,6,3,69,6806,347,1808,4,76,1,0,0,0
30,17,14,48,9258,883,352,20,157,1,0,0,0
10,18,15,50,6009,723,1340,23,9,1,2,1,1
21,16,13,37,19743,928,1579,23,167,1,0,0,0
29,16,13,28,18057,875,31,23,148,1,0,0,0
23,23,20,70,12837,693,1033,25,165,1,0,0,0
18,16,13,30,27946,452,1208,22,166,1,0,0,0
3,19,16,55,7817,581,1965,13,154,1,0,0,0
3,18,15,85,12200,558,62,6,22,1,2,2,0
5,24,21,110,7390,929,1761,18,61,1,2,2,1
14,22,19,61,19740,874,417,26,147,1,0,0,0
16,19,16,68,16064,707,1486,30,166,1,0,0,0
14,28,25,44,25115,352,1042,20,179,1,0,0,0
6,14,11,73,10797,989,247,29,45,1,1,1,0
4,24,21,62,14572,967,1942,8,113,1,1,0,0
4,8,5,39,13381,967,1033,9,68,1,0,0,0
30,7,4,32,18648,888,1061,25,117,1,0,0,0
7,6,3,30,29959,507,441,15,141,1,0,0,0
5,7,4,33,6812,373,84,20,41,1,0,0,0
24,11,8,96,6338,868,947,9,166,1,0,1,0
12,26,23,64,10135,281,1878,29,161,1,0,1,0
22,25,22,45,12626,612,542,23,153,1,0,0,0
16,28,25,41,11575,638,262,24,163,1,0,0,0
25,13,10,24,12399,857,1436,17,139,1,0,0,0
4,20,17,79,18862,955,1625,27,175,1,0,0,0
5,15,12,107,15248,984,1722,24,109,1,1,2,0
6,16,13,97,10499,937,243,22,150,1,0,0,0
12,15,12,35,7690,935,666,19,51,1,0,0,0
12,20,17,34,19514,938,837,24,131,1,0,0,0
8,10,7,39,28772,980,1678,28,170,1,0,0,0
11,12,9,52,6074,760,1549,28,31,1,1,1,0
15,29,26,26,19504,652,966,11,162,1,0,0,0
6,27,24,71,9718,882,1632,11,175,1,0,0,0
6,10,7,64,12496,854,1459,23,135,1,0,0,0
8,22,19,72,7723,953,81,29,51,1,2,1,1
8,9,6,28,8771,901,1152,0,96,1,0,0,0
7,11,8,76,8241,657,1139,14,73,1,0,0,0
11,9,6,51,7679,248,1969,26,154,1,0,0,0
5,9,6,22,21947,572,1894,23,168,1,0,0,0
9,18,15,40,7329,810,1678,12,31,1,1,1,0
8,23,20,25,28419,958,559,20,170,1,0,0,0
13,12,9,26,27781,397,1695,20,149,1,0,0,0
3,25,22,68,12274,655,584,17,122,1,0,1,0
16,30,27,27,20749,434,456,30,116,1,0,0,0
6,24,21,67,9457,866,183,18,115,1,0,0,0
17,9,6,54,18340,443,1587,20,165,1,0,0,0
19,14,11,27,28726,629,1785,24,141,1,0,0,0
5,6,3,87,25780,966,529,11,141,1,0,0,0
8,17,14,57,7703,800,921,12,5,1,1,1,0
3,28,25,99,9445,926,370,14,32,1,2,2,1
3,13,10,26,29346,318,1866,25,159,1,0,0,0
5,6,3,60,12755,709,527,19,159,1,0,0,0
3,10,7,64,9686,572,668,11,50,1,0,0,0
17,22,19,23,19340,809,686,24,149,1,0,0,0
25,15,12,27,17672,623,971,30,125,1,0,0,0
13,25,22,37,28004,626,939,24,123,1,0,0,0
9,27,24,77,20689,648,1325,28,174,1,0,1,0
29,7,4,96,9573,976,1116,5,124,1,1,1,0
21,9,6,22,6057,910,137,24,45,1,0,0,0
13,20,17,45,21057,768,814,27,143,1,0,0,0
5,15,12,75,6803,674,472,15,150,1,0,0,0
16,21,18,29,13119,578,1618,30,167,1,1,0,0
3,7,4,103,10748,903,944,19,53,1,0,1,0
24,6,3,60,11385,665,1216,13,175,1,0,0,0
12,9,6,70,7582,966,869,4,122,1,0,0,0
30,8,5,45,20938,782,395,25,141,1,0,0,0
27,21,18,34,17689,848,1133,13,163,1,0,0,0
15,7,4,110,11278,963,1320,17,87,1,0,1,0
29,6,3,102,6707,844,462,26,109,1,1,1,0
21,24,21,78,17848,764,391,28,176,1,0,0,0
7,9,6,53,23814,954,562,28,132,1,0,0,0
11,24,21,45,12184,407,1185,23,163,1,0,0,0
7,21,18,36,12709,737,334,30,163,1,0,0,0
12,26,23,27,26987,456,1048,10,159,1,0,0,0
5,9,6,83,29799,562,431,29,167,1,0,0,0
26,11,8,27,11997,551,510,28,122,1,0,0,0
19,12,9,69,22838,345,624,28,179,1,0,0,0
3,18,15,41,12197,606,1439,23,125,1,0,0,0
19,8,5,39,8301,913,1194,11,145,1,0,0,0
3,24,21,57,6899,640,1632,29,118,1,0,0,0
28,14,11,54,8548,373,91,25,161,1,0,0,0
30,7,4,92,6248,524,1089,27,87,1,1,1,1
15,29,26,24,21667,913,1533,19,180,1,0,0,0
21,7,4,36,24956,458,2000,17,174,1,0,0,0
29,29,26,56,16958,502,1868,22,167,1,0,0,0
3,20,17,110,11415,571,72,27,70,1,2,2,1
9,27,24,23,6282,834,1593,15,34,1,1,1,0
28,16,13,35,14510,617,912,25,121,1,0,0,0
4,16,13,74,8600,616,1833,29,154,1,0,0,0
4,12,9,52,16084,547,134,18,162,1,0,0,0
5,6,3,38,25869,588,1242,29,147,1,0,0,0
4,22,19,63,8923,729,784,26,150,1,0,0,0
25,26,23,44,16441,338,1760,17,157,1,0,0,0
5,15,12,73,7731,875,1213,24,134,1,0,0,0
26,10,7,40,28728,387,1803,16,174,1,0,0,0
14,29,26,36,13690,498,1918,24,139,1,0,0,0
3,18,15,98,16899,973,301,0,110,1,1,2,0
27,30,27,36,12211,219,1550,21,163,1,0,0,0
20,20,17,30,21463,986,1295,26,151,1,0,0,0
11,7,4,65,26708,616,769,27,156,1,0,0,0
23,12,9,48,11456,561,1999,28,147,1,0,0,0
5,7,4,58,11284,916,553,15,35,1,0,0,0
4,14,11,36,15836,265,764,26,169,1,0,0,0
8,27,24,23,7560,465,1077,25,180,1,1,0,0
23,10,7,26,7462,917,104,1,14,1,0,0,0
6,11,8,48,9228,689,127,26,18,1,1,1,0
8,26,23,66,20771,530,1372,30,168,1,0,0,0
27,10,7,53,27239,416,1305,19,177,1,0,0,0
5,6,3,107,12022,816,634,18,53,1,0,1,0
7,9,6,34,18353,205,121,15,171,1,0,0,0
27,8,5,81,7774,995,1092,16,104,1,0,1,0
3,27,24,109,16118,913,781,24,109,1,2,2,0
3,13,10,86,16504,821,1436,12,102,1,0,0,0
6,6,3,93,8884,423,528,5,12,1,0,1,0
19,7,4,46,6937,561,1036,29,108,1,0,0,0
21,22,19,23,24105,772,1139,11,142,1,0,0,0
26,11,8,43,9464,554,277,30,144,1,0,0,0
21,10,7,37,8779,333,1822,16,146,1,0,0,0
11,23,20,35,29944,776,1342,22,174,1,0,0,0
10,8,5,78,9527,962,402,7,102,1,0,0,0
25,24,21,56,7970,342,1150,26,154,1,0,1,0
5,7,4,93,15785,788,1330,1,93,1,0,0,0
24,19,16,55,15059,579,207,24,167,1,0,0,0
11,20,17,58,24890,513,641,30,131,1,0,0,0
4,27,24,29,9548,718,439,15,165,1,0,0,0
30,28,25,31,19992,264,678,27,168,1,1,0,0
6,7,4,32,13591,751,1231,30,76,1,0,0,0
12,10,7,24,12523,705,878,24,160,1,0,0,0
9,7,4,97,11947,663,797,20,57,1,0,2,0
13,9,6,67,11407,949,1414,7,165,1,0,0,0
5,16,13,49,12939,250,666,17,174,1,0,1,0
4,13,10,79,6357,634,1001,16,58,1,1,1,0
4,10,7,71,12302,757,699,28,30,1,1,1,0
6,21,18,51,9128,846,915,15,169,1,0,0,0
5,6,3,35,9926,620,1768,8,157,1,0,0,0
11,22,19,30,12511,263,174,26,151,1,0,0,0
14,23,20,26,28484,874,1750,24,121,1,0,0,0
11,24,21,36,10148,954,175,29,137,1,0,0,0
9,12,9,91,7525,666,233,5,129,1,0,0,0
19,7,4,51,14309,964,470,29,54,1,0,0,0
6,6,3,38,14960,781,1052,16,171,1,0,0,0
14,23,20,48,26606,241,524,19,155,1,0,1,0
3,16,13,83,18821,830,1644,12,54,1,1,1,0
3,13,10,54,7307,845,1139,9,117,1,0,0,0
9,8,5,63,27807,410,1438,30,180,1,0,0,0
19,10,7,88,8730,931,1256,12,69,1,0,2,0
6,9,6,36,7489,804,380,28,30,1,0,1,0
18,25,22,49,22988,578,1823,26,142,1,0,0,0
20,6,3,97,11003,715,1150,7,68,1,1,1,0
4,7,4,36,24230,884,1699,20,12,1,0,0,0
7,16,13,90,6775,696,1405,17,6,1,2,2,0
7,7,4,108,11762,780,665,25,72,1,0,2,0
25,6,3,30,28032,632,1124,29,122,1,0,0,0
9,6,3,102,12817,922,898,16,95,1,0,0,0
25,10,7,28,12493,958,1128,14,164,1,0,0,0
12,6,3,57,18698,872,1212,7,81,1,0,0,0
21,17,14,44,14448,767,1160,17,179,1,0,0,0
26,20,17,23,9218,285,278,17,156,1,0,0,0
5,16,13,22,10191,699,1316,16,85,1,0,0,0
8,10,7,66,10884,862,1705,13,74,1,0,0,0
5,8,5,62,6724,554,486,3,97,1,0,0,0
3,20,17,45,10429,803,553,27,119,1,0,0,0
28,17,14,31,29945,434,1118,24,158,1,0,0,0
3,7,4,81,12052,881,1573,17,90,1,0,0,0
9,7,4,58,12991,938,562,0,67,1,0,0,0
11,18,15,61,6905,939,1629,12,89,1,0,0,0
21,30,27,23,15601,281,50,20,134,1,0,0,0
29,25,22,76,27850,687,1533,30,149,1,0,0,0
11,12,9,58,9765,966,1337,4,57,1,0,0,0
26,29,26,38,20027,314,781,25,127,1,0,0,0
25,6,3,85,8820,900,45,13,37,1,1,1,0
15,26,23,39,22710,287,463,18,171,1,0,0,0
27,23,20,43,19238,287,137,20,155,1,0,0,0
3,23,20,29,8661,817,1355,25,160,1,0,0,0
7,25,22,51,9173,919,987,16,59,1,2,1,0
6,7,4,83,13499,991,1773,26,80,1,0,0,0
7,9,6,63,13960,969,770,21,9,1,0,1,0
25,11,8,54,28307,434,359,28,133,1,0,0,0
13,10,7,49,7503,901,773,18,161,1,0,0,0
9,14,11,101,7957,907,1302,8,173,1,0,0,0
3,17,14,41,8054,421,339,27,26,1,2,1,0
22,29,26,32,29772,908,790,21,169,1,0,0,0
4,10,7,104,9299,657,371,22,56,1,1,2,0
23,10,7,32,8847,444,1584,18,139,1,0,0,0
26,20,17,22,16201,906,1649,29,121,1,0,0,0
6,15,12,33,9182,911,1184,1,16,1,0,0,0
4,16,13,32,20474,707,1618,13,167,1,0,0,0
7,8,5,54,19340,519,546,25,177,1,0,0,0
22,9,6,35,25680,388,1899,30,173,1,0,0,0
21,23,20,64,9088,570,897,30,139,1,0,0,0
6,6,3,42,28121,398,666,22,179,1,0,0,0
5,6,3,81,16580,770,1485,19,120,1,0,0,0
5,18,15,89,8421,762,1954,4,151,1,1,2,0
19,9,6,61,6841,901,1203,11,8,1,0,0,0
9,8,5,50,6498,463,1040,1,87,1,0,0,0
30,20,17,68,13341,864,1273,30,180,1,0,0,0
25,15,12,60,28719,460,1276,30,174,1,0,0,0
14,13,10,57,6117,735,743,2,59,1,0,0,0
12,10,7,93,8995,935,1560,4,75,1,0,2,0
4,9,6,24,10987,763,852,28,75,1,0,0,0
4,7,4,33,7622,809,255,13,116,1,0,0,0
15,16,13,33,24333,758,989,21,171,1,0,0,0
6,27,24,77,9311,996,41,5,130,1,2,2,0
13,25,22,24,17228,839,1310,27,133,1,0,0,0
20,15,12,24,27353,710,239,20,117,1,0,0,0
5,6,3,77,13265,563,1325,3,145,1,0,0,0
23,22,19,48,20013,882,1442,27,131,1,0,0,0
3,13,10,99,9116,781,785,12,132,1,0,0,0
16,27,24,46,24103,259,911,17,170,1,0,1,0
3,18,15,102,16874,891,1988,8,161,1,1,2,0
30,17,14,40,10369,839,650,24,125,1,0,0,0
5,9,6,86,11685,892,407,24,85,1,0,0,0
25,10,7,101,8471,938,59,17,17,1,2,2,1
16,20,17,22,27311,832,317,28,179,1,1,0,0
3,26,23,94,7521,695,598,21,152,1,1,1,0
4,12,9,105,11557,986,1914,1,114,1,0,1,0
27,7,4,107,9146,729,1340,21,43,1,1,2,1
12,10,7,110,6479,884,70,22,112,1,0,1,0
6,20,17,23,14048,486,1761,14,149,1,0,0,0
17,19,16,23,16664,827,1220,20,147,1,0,0,0
10,20,17,25,7608,811,1054,10,165,1,0,0,0
30,18,15,87,12616,297,1103,30,175,1,0,2,0
28,11,8,47,6893,950,974,14,25,1,0,0,0
3,13,10,25,23569,830,302,23,146,1,0,0,0
18,24,21,32,23291,942,1482,25,146,1,0,0,0
25,14,11,32,13370,774,1585,22,145,1,0,0,0
14,29,26,22,13356,871,1893,14,159,1,0,0,0
4,24,21,60,6434,819,997,12,23,1,2,1,1
7,8,5,50,9589,817,1012,13,120,1,0,0,0
22,7,4,89,8636,987,780,8,34,1,0,1,0
10,9,6,63,13556,975,572,18,35,1,0,1,0
11,23,20,79,6169,824,1951,13,150,1,0,1,0
